id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,max_supply,market_cap,market_cap_dominance,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,rank,rank_delta,high,high_timestamp,first_priced_at
TUSD,TUSD,TUSD,TrueUSD,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/tusd.svg,active,1.00278308,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,1398261720,1398261720,1402153187,0.0006,120,750,48,2018-03-06T00:00:00Z,2018-03-06T00:00:00Z,2018-08-29T00:00:00Z,83,2,1.08791632,2018-05-21T00:00:00Z,
ENJ,ENJ,ENJ,Enjin Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/enj.svg,active,1.48777549,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,934340660,1000000000,1390089130,0.0006,122,267,0,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,2018-08-29T00:00:00Z,84,-2,3.50158417,2021-04-09T00:00:00Z,
XDCE,XDCE,XDC,XinFin Digital Contract,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/XDCE.jpg,active,0.10624157,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,12296219645,37696219645,1306369727,0.0006,32,72,0,2018-04-05T00:00:00Z,2018-04-05T00:00:00Z,2019-06-04T00:00:00Z,85,-1,0.18354428,2021-08-20T00:00:00Z,
OMG,OMG,OMG,OMG Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/OMG.jpeg,active,8.84771512,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,140245398,140245398,1240851331,0.0005,183,492,2,2017-06-19T00:00:00Z,2017-06-19T00:00:00Z,2018-08-29T00:00:00Z,86,6,25.66515284,2018-01-13T00:00:00Z,
MINA,MINA,MINA,Mina Protocol,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/MINA.png,active,4.98321777,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,241612799,855725933,1204009193,0.0005,23,33,0,2021-04-13T00:00:00Z,2021-04-13T00:00:00Z,2021-04-15T00:00:00Z,87,4,44.98632836,2021-05-16T00:00:00Z,2021-04-14T14:25:23.039277Z
ZIL,ZIL,ZIL,Zilliqa,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/zil.svg,active,0.096227597,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,12508795269,21000000000,1203691308,0.0005,93,257,0,2018-01-25T00:00:00Z,2018-01-25T00:00:00Z,2018-08-29T00:00:00Z,88,-2,0.23711642,2021-04-16T00:00:00Z,
FLOW2,FLOW2,FLOW,Flow,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/FLOW2.jpg,active,18.94373005,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,63211740,1368390492,1197466137,0.0005,25,45,0,2021-01-27T00:00:00Z,2021-01-27T00:00:00Z,2021-01-27T00:00:00Z,89,-1,39.16185750,2021-03-04T00:00:00Z,2021-01-28T14:38:49.921753Z
TTT2,TTT2,TTT,The Transfer Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TTT2.png,active,11.40701067,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,104787928,2000000000,1195317012,0.0005,8,11,0,2019-06-04T00:00:00Z,2020-08-04T00:00:00Z,2019-06-04T00:00:00Z,90,-3,16.26569502,2021-06-15T00:00:00Z,
QTUM,QTUM,QTUM,Qtum,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/qtum.svg,active,11.46553160,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,103746011,107822406,1189503167,0.0005,108,300,2,2017-05-31T00:00:00Z,2017-05-31T00:00:00Z,2018-08-29T00:00:00Z,91,-2,71.82757984,2018-01-06T00:00:00Z,
KOKO,KOKO,KOKO,KokoSwap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/KOKO.png,active,5.56840345,2021-09-20T00:00:00Z,2021-09-19T23:20:00Z,211549570,257812500,1177993358,0.0005,2,4,0,2021-05-03T00:00:00Z,2021-05-03T00:00:00Z,,92,3,7.64242900,2021-08-28T00:00:00Z,2021-05-04T05:11:48.74667Z
CRV,CRV,CRV,Curve DAO Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CRV2.jpg,active,2.72979692,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,428657304,1593409605,1170147389,0.0005,101,267,23,2020-08-12T00:00:00Z,2020-08-12T00:00:00Z,2020-08-14T00:00:00Z,93,1,11.23603512,2020-08-14T00:00:00Z,
OMI,OMI,OMI,ECOMI,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/OMI.png,active,0.0053689240,2021-09-20T00:00:00Z,2021-09-20T06:19:00Z,217682501401,750000000000,1168720813,0.0005,4,7,0,2019-10-01T00:00:00Z,2021-03-23T00:00:00Z,2020-02-14T00:00:00Z,94,-4,0.013133305,2021-03-19T00:00:00Z,2021-02-02T14:53:17.269368Z
YFI,YFI,YFI,yearn.finance,https://nomics-api.s3.us-east-2.amazonaws.com/static/images/currencies/YFI.png,active,31580.80123284,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,35693,36666,1127201695,0.0005,126,346,10,2020-07-18T00:00:00Z,2020-07-18T00:00:00Z,2020-07-21T00:00:00Z,95,1,82986.82096531,2021-05-11T00:00:00Z,
ICX,ICX,ICX,ICON,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ICX.png,active,1.67307973,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,662176082,800460000,1107873383,0.0005,52,121,1,2017-09-22T00:00:00Z,2017-09-22T00:00:00Z,2018-08-29T00:00:00Z,96,-3,12.31855335,2018-01-09T00:00:00Z,
AUDIO,AUDIO,AUDIO,Audius,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/AUDIO.png,active,2.68020630,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,406077610,1050445431,1088371769,0.0005,31,73,1,2020-10-23T00:00:00Z,2020-10-23T00:00:00Z,2020-10-24T00:00:00Z,97,2,4.02451298,2021-03-27T00:00:00Z,2020-10-27T18:41:31.489188Z
BTG,BTG,BTG,Bitcoin Gold,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/btg.svg,active,62.11039111,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,17513924,21000000,1087796669,0.0005,63,158,2,2017-10-24T00:00:00Z,2017-10-24T00:00:00Z,2018-08-29T00:00:00Z,98,-1,430.11108836,2017-12-20T00:00:00Z,
PAX,PAX,USDP,Pax Dollar,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/pax.png,active,1.00337183,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,1059130835,1059130835,1062702039,0.0005,103,570,14,2018-09-27T00:00:00Z,2018-09-27T00:00:00Z,2018-09-29T00:00:00Z,99,5,1.03509700,2019-05-02T00:00:00Z,
BAT,BAT,BAT,Basic Attention Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/bat.svg,active,0.69598904,2021-09-20T00:00:00Z,2021-09-20T06:20:00Z,1490348708,1500000000,1037266374,0.0004,198,551,3,2017-06-03T00:00:00Z,2017-10-01T00:00:00Z,2018-08-29T00:00:00Z,100,-2,1.55118742,2021-04-09T00:00:00Z,
